region	chr	midPos	Nsites
(605,668)(368817,368886)(350000,400000)	JASDQU010736227.1	375000	65	0.051049
(669,994)(410597,410941)(400000,450000)	JASDQU010736227.1	425000	327	0.404806
(324,1003)(60426,84679)(50000,100000)	JASDQU010736234.1	75000	681	-0.001339
(155,1696)(164325,199999)(150000,200000)	JASDQU010736236.1	175000	1543	0.106913
(1697,1736)(200000,200039)(200000,250000)	JASDQU010736236.1	225000	41	0.034039
(1550,1623)(197825,198563)(150000,200000)	JASDQU010736242.1	175000	75	0.029922
(769,1638)(424895,446078)(400000,450000)	JASDQU010736254.1	425000	871	0.691170
(306,1212)(82991,85470)(50000,100000)	JASDQU010736260.1	75000	908	0.228966
(3784,8582)(50000,65026)(50000,100000)	JASDQU010736264.1	75000	4800	0.273684
(783,2477)(262802,282344)(250000,300000)	JASDQU010736274.1	275000	1696	0.150431
(2478,3411)(374374,390047)(350000,400000)	JASDQU010736274.1	375000	935	0.269458
(3412,3955)(401189,401797)(400000,450000)	JASDQU010736274.1	425000	545	0.062472
(150,151)(129256,129257)(100000,150000)	JASDQU010736277.1	125000	3	0.065268
(152,400)(265236,286709)(250000,300000)	JASDQU010736277.1	275000	250	0.021000
(39,1418)(157204,187914)(150000,200000)	JASDQU010736279.1	175000	1381	0.092518
(1419,2191)(207623,208403)(200000,250000)	JASDQU010736279.1	225000	774	0.098129
(724,841)(191535,191840)(150000,200000)	JASDQU010736286.1	175000	119	0.039131
(2321,3343)(165192,170943)(150000,200000)	JASDQU010736304.1	175000	1024	0.037292
(3344,3612)(228270,233935)(200000,250000)	JASDQU010736304.1	225000	270	0.026804
(333,582)(107702,146277)(100000,150000)	JASDQU010736305.1	125000	251	0.143187
(583,821)(248576,248883)(200000,250000)	JASDQU010736305.1	225000	240	0.027229
(822,2711)(377072,394408)(350000,400000)	JASDQU010736305.1	375000	1891	0.170047
(126,432)(249689,249999)(200000,250000)	JASDQU010736306.1	225000	308	0.087791
(346,1141)(50249,93274)(50000,100000)	JASDQU010736307.1	75000	797	0.092516
(2321,2942)(99377,99998)(50000,100000)	JASDQU010736308.1	75000	623	0.759985
(2943,2945)(100001,100004)(100000,150000)	JASDQU010736308.1	125000	4	0.047575
(491,754)(194482,194840)(150000,200000)	JASDQU010736309.1	175000	265	0.032746
(4927,6100)(298820,299999)(250000,300000)	JASDQU010736322.1	275000	1175	0.578491
(426,2713)(55612,85771)(50000,100000)	JASDQU010736332.1	75000	2289	0.282541
(2714,2730)(103179,103197)(100000,150000)	JASDQU010736332.1	125000	18	-0.015019
(2731,4174)(328970,330465)(300000,350000)	JASDQU010736332.1	325000	1445	0.217138
(23,198)(318227,321226)(300000,350000)	JASDQU010736339.1	325000	177	0.043250
(1118,1343)(63876,64107)(50000,100000)	JASDQU010736342.1	75000	227	0.114637
(403,889)(86061,89928)(50000,100000)	JASDQU010736343.1	75000	488	0.033992
(91,199)(164531,164699)(150000,200000)	JASDQU010736346.1	175000	110	0.155845
(478,1232)(90426,91255)(50000,100000)	JASDQU010736347.1	75000	756	0.188338
(466,1686)(69683,74760)(50000,100000)	JASDQU010736349.1	75000	1222	0.349035
(454,1693)(162453,182739)(150000,200000)	JASDQU010736352.1	175000	1241	0.189778
(1694,1811)(231701,232027)(200000,250000)	JASDQU010736352.1	225000	119	0.054125
(1812,1823)(346948,347079)(300000,350000)	JASDQU010736352.1	325000	13	0.114693
(460,560)(282729,282839)(250000,300000)	JASDQU010736368.1	275000	102	0.132930
(46,1263)(129189,130411)(100000,150000)	JASDQU010736369.1	125000	1219	0.328898
(482,630)(197027,197192)(150000,200000)	JASDQU010736377.1	175000	150	0.126328
(267,572)(258945,259276)(250000,300000)	JASDQU010736392.1	275000	307	0.291048
(191,607)(625609,626026)(600000,650000)	JASDQU010736402.1	625000	418	-0.004919
(1342,3525)(50000,52262)(50000,100000)	JASDQU010736405.1	75000	2185	0.459039
(6,41)(53036,53073)(50000,100000)	JASDQU010736418.1	75000	37	0.029972
(42,1353)(184551,197407)(150000,200000)	JASDQU010736418.1	175000	1313	0.420404
(1354,1515)(202592,212932)(200000,250000)	JASDQU010736418.1	225000	163	0.089310
(1516,1598)(338910,339031)(300000,350000)	JASDQU010736418.1	325000	84	0.315379
(1599,2588)(359692,391916)(350000,400000)	JASDQU010736418.1	375000	991	0.095730
(2589,3951)(443135,447777)(400000,450000)	JASDQU010736418.1	425000	1364	0.496512
(136,415)(210796,241712)(200000,250000)	JASDQU010736425.1	225000	281	0.035503
(416,643)(260891,261158)(250000,300000)	JASDQU010736425.1	275000	229	0.260618
(381,751)(270272,270778)(250000,300000)	JASDQU010736428.1	275000	372	0.052790
(752,926)(366130,368254)(350000,400000)	JASDQU010736428.1	375000	176	0.040620
(927,928)(430058,430059)(400000,450000)	JASDQU010736428.1	425000	3	0.042805
(1576,2194)(137133,145831)(100000,150000)	JASDQU010736438.1	125000	620	0.121515
(2195,2417)(213609,214073)(200000,250000)	JASDQU010736438.1	225000	224	0.032295
(639,1449)(125680,129381)(100000,150000)	JASDQU010736441.1	125000	812	0.193533
(1063,4641)(58700,64546)(50000,100000)	JASDQU010736446.1	75000	3580	0.241736
(4642,13822)(264150,275526)(250000,300000)	JASDQU010736446.1	275000	9182	0.582929
(13823,14434)(398985,399596)(350000,400000)	JASDQU010736446.1	375000	613	0.187615
(8,160)(88437,90599)(50000,100000)	JASDQU010736454.1	75000	154	0.109024
(161,189)(215919,246399)(200000,250000)	JASDQU010736454.1	225000	30	0.077671
(190,240)(269790,269996)(250000,300000)	JASDQU010736454.1	275000	52	0.080218
(241,769)(308572,309113)(300000,350000)	JASDQU010736454.1	325000	530	0.124892
(128,595)(176560,177085)(150000,200000)	JASDQU010736459.1	175000	469	0.328676
(476,495)(106828,106848)(100000,150000)	JASDQU010736472.1	125000	21	0.723682
(496,684)(197421,197656)(150000,200000)	JASDQU010736472.1	175000	190	0.502701
(95,976)(103633,106483)(100000,150000)	JASDQU010736490.1	125000	883	0.248433
(10,720)(496850,497600)(450000,500000)	JASDQU010736499.1	475000	712	0.277812
(721,2168)(502429,527345)(500000,550000)	JASDQU010736499.1	525000	1449	0.021625
(2169,2630)(562961,563478)(550000,600000)	JASDQU010736499.1	575000	463	0.126924
(776,1423)(279401,280053)(250000,300000)	JASDQU010736507.1	275000	649	0.439438
(1424,2179)(329818,330793)(300000,350000)	JASDQU010736507.1	325000	757	0.180614
(410,943)(230012,245276)(200000,250000)	JASDQU010736510.1	225000	535	0.017765
(978,1131)(168524,168679)(150000,200000)	JASDQU010736530.1	175000	155	0.241383
(53,544)(172609,183879)(150000,200000)	JASDQU010736542.1	175000	493	0.031792
(503,537)(127245,127287)(100000,150000)	JASDQU010736548.1	125000	36	0.089902
(32,95)(123066,123135)(100000,150000)	JASDQU010736555.1	125000	65	0.043997
(96,1288)(156129,157846)(150000,200000)	JASDQU010736555.1	175000	1194	0.553431
(66,815)(261862,262725)(250000,300000)	JASDQU010736567.1	275000	751	0.352079
(816,1264)(378378,378840)(350000,400000)	JASDQU010736567.1	375000	450	0.306998
(367,1157)(108250,109042)(100000,150000)	JASDQU010736569.1	125000	792	0.590667
(1158,1619)(226892,227354)(200000,250000)	JASDQU010736569.1	225000	463	0.036140
(526,1392)(179899,180797)(150000,200000)	JASDQU010736570.1	175000	868	0.079889
(573,670)(319590,319827)(300000,350000)	JASDQU010736584.1	325000	99	0.079682
(671,1636)(363317,384843)(350000,400000)	JASDQU010736584.1	375000	967	0.089595
(280,1270)(65683,66676)(50000,100000)	JASDQU010736605.1	75000	992	0.136892
(221,550)(247310,247661)(200000,250000)	JASDQU010736615.1	225000	331	0.053397
(551,755)(324380,324636)(300000,350000)	JASDQU010736615.1	325000	206	0.051878
(756,1960)(548787,549999)(500000,550000)	JASDQU010736615.1	525000	1206	0.511678
(1914,7231)(222346,248738)(200000,250000)	JASDQU010736616.1	225000	5319	0.272782
(7232,7575)(377254,389247)(350000,400000)	JASDQU010736616.1	375000	345	0.110632
(7576,7815)(418448,418695)(400000,450000)	JASDQU010736616.1	425000	241	0.018307
(7816,7946)(474657,474806)(450000,500000)	JASDQU010736616.1	475000	132	0.070762
(18,168)(159261,159413)(150000,200000)	JASDQU010736621.1	175000	152	0.018520
(647,1029)(359617,360016)(350000,400000)	JASDQU010736624.1	375000	384	0.017201
(364,1064)(221470,239654)(200000,250000)	JASDQU010736634.1	225000	702	0.282315
(824,1487)(287795,288516)(250000,300000)	JASDQU010736651.1	275000	665	0.817189
(848,3562)(57555,63099)(50000,100000)	JASDQU010736676.1	75000	2716	0.573320
(245,439)(279072,279330)(250000,300000)	JASDQU010736680.1	275000	196	0.059257
(440,1417)(302715,303716)(300000,350000)	JASDQU010736680.1	325000	979	0.388478
(1168,1591)(169509,192692)(150000,200000)	JASDQU010736690.1	175000	425	0.085699
(574,2250)(208150,218618)(200000,250000)	JASDQU010736692.1	225000	1678	0.077871
(2251,2813)(270625,271241)(250000,300000)	JASDQU010736692.1	275000	564	0.145346
(2814,2923)(491966,492082)(450000,500000)	JASDQU010736692.1	475000	111	0.098231
(2924,3021)(618733,619036)(600000,650000)	JASDQU010736692.1	625000	99	0.049439
(3022,3634)(773448,792770)(750000,800000)	JASDQU010736692.1	775000	614	0.156575
(99,520)(461785,491514)(450000,500000)	JASDQU010736717.1	475000	423	0.048907
(640,686)(339522,339602)(300000,350000)	JASDQU010736718.1	325000	48	0.824847
(687,1202)(366536,367115)(350000,400000)	JASDQU010736718.1	375000	517	0.657372
(362,1603)(351244,352486)(350000,400000)	JASDQU010736720.1	375000	1243	0.408319
(358,874)(101585,102311)(100000,150000)	JASDQU010736744.1	125000	518	0.199892
(623,3468)(109711,114360)(100000,150000)	JASDQU010736755.1	125000	2847	0.308317
(58,613)(173186,173830)(150000,200000)	JASDQU010736757.1	175000	557	0.001251
(13,96)(232789,232885)(200000,250000)	JASDQU010736768.1	225000	85	0.068513
(672,1200)(78645,79191)(50000,100000)	JASDQU010736771.1	75000	530	0.021640
(263,1731)(55550,81580)(50000,100000)	JASDQU010736778.1	75000	1470	0.735525
(1732,4465)(235131,237990)(200000,250000)	JASDQU010736778.1	225000	2735	0.793377
(4164,5747)(50771,55668)(50000,100000)	JASDQU010736780.1	75000	1585	0.458251
(5748,6478)(206947,207684)(200000,250000)	JASDQU010736780.1	225000	732	0.430754
(123,198)(161876,161965)(150000,200000)	JASDQU010736808.1	175000	77	0.039935
(354,1655)(74260,75569)(50000,100000)	JASDQU010736810.1	75000	1303	0.132111
(570,697)(57036,57170)(50000,100000)	JASDQU010736818.1	75000	129	0.046509
(698,1300)(145466,148329)(100000,150000)	JASDQU010736818.1	125000	604	-0.001432
(1502,1517)(68973,68991)(50000,100000)	JASDQU010736822.1	75000	17	0.031940
(614,1512)(227394,228996)(200000,250000)	JASDQU010736832.1	225000	900	0.088377
(1513,2937)(309249,320785)(300000,350000)	JASDQU010736832.1	325000	1426	0.599741
(2938,4465)(366772,369700)(350000,400000)	JASDQU010736832.1	375000	1529	0.551292
(192,1024)(121505,122362)(100000,150000)	JASDQU010736834.1	125000	834	0.322407
(3006,3350)(165401,165877)(150000,200000)	JASDQU010736845.1	175000	346	0.013714
(623,1696)(104666,142554)(100000,150000)	JASDQU010736850.1	125000	1075	0.258714
(433,518)(189822,189932)(150000,200000)	JASDQU010736852.1	175000	87	0.038433
(105,390)(347464,347889)(300000,350000)	JASDQU010736857.1	325000	287	0.337690
(391,1126)(482216,482975)(450000,500000)	JASDQU010736857.1	475000	737	0.074282
(162,320)(59000,59203)(50000,100000)	JASDQU010736858.1	75000	160	0.036030
(1451,1794)(107257,107603)(100000,150000)	JASDQU010736859.1	125000	345	0.040189
(122,1711)(137136,138734)(100000,150000)	JASDQU010736887.1	125000	1591	0.374078
(1712,1777)(155551,158097)(150000,200000)	JASDQU010736887.1	175000	67	0.024176
(446,983)(147084,147623)(100000,150000)	JASDQU010736912.1	125000	539	0.147326
(146,226)(191698,191799)(150000,200000)	JASDQU010736917.1	175000	82	0.127453
(5823,6754)(50102,63076)(50000,100000)	JASDQU010736919.1	75000	933	0.318712
(128,842)(79552,80277)(50000,100000)	JASDQU010736920.1	75000	716	0.244262
(1637,4543)(200611,204139)(200000,250000)	JASDQU010736921.1	225000	2908	0.168698
(921,992)(93121,93200)(50000,100000)	JASDQU010736931.1	75000	73	0.155938
(6,814)(74626,75459)(50000,100000)	JASDQU010736944.1	75000	810	0.259508
(110,605)(50000,50960)(50000,100000)	JASDQU010736949.1	75000	497	0.190960
(25,552)(61272,86958)(50000,100000)	JASDQU010737005.1	75000	529	0.125898
(110,1012)(140769,141710)(100000,150000)	JASDQU010737017.1	125000	904	0.366468
(36,590)(468546,487843)(450000,500000)	JASDQU010737019.1	475000	556	0.068713
(591,873)(526100,526387)(500000,550000)	JASDQU010737019.1	525000	284	0.057812
(874,1667)(612251,628582)(600000,650000)	JASDQU010737019.1	625000	795	0.044751
(1210,3647)(200510,237530)(200000,250000)	JASDQU010737021.1	225000	2439	0.139065
(2046,3107)(227622,231087)(200000,250000)	JASDQU010737061.1	225000	1063	0.018963
(759,793)(194158,194348)(150000,200000)	JASDQU010737067.1	175000	36	0.066062
(47,695)(181020,181707)(150000,200000)	JASDQU010737100.1	175000	650	0.252352
(1052,1727)(133272,133967)(100000,150000)	JASDQU010737114.1	125000	677	0.641564
(646,748)(144072,144189)(100000,150000)	JASDQU010737125.1	125000	104	0.021823
(228,3201)(60117,81942)(50000,100000)	JASDQU010737126.1	75000	2975	0.051575
(368,950)(322898,344231)(300000,350000)	JASDQU010737131.1	325000	584	0.040624
(1599,2496)(114083,115280)(100000,150000)	JASDQU010737147.1	125000	899	0.158584
(965,1504)(255603,293502)(250000,300000)	JASDQU010737177.1	275000	541	0.334863
(808,2571)(50240,70259)(50000,100000)	JASDQU010737195.1	75000	1765	0.490984
(314,4068)(56939,80717)(50000,100000)	JASDQU010737211.1	75000	3756	0.323975
(11205,12319)(250439,251553)(250000,300000)	JASDQU010737219.1	275000	1116	0.411292
(136,573)(100000,132313)(100000,150000)	JASDQU010737222.1	125000	439	0.094550
(574,583)(280269,280279)(250000,300000)	JASDQU010737222.1	275000	11	0.036300
(759,2919)(238171,240646)(200000,250000)	JASDQU010737237.1	225000	2162	0.311952
(2920,4064)(250221,251377)(250000,300000)	JASDQU010737237.1	275000	1146	0.218912
(2107,2414)(72461,72855)(50000,100000)	JASDQU010737240.1	75000	309	0.055568
(2415,2560)(226084,226356)(200000,250000)	JASDQU010737240.1	225000	147	0.023119
(2561,3176)(357703,358468)(350000,400000)	JASDQU010737240.1	375000	617	0.001594
(511,1466)(83442,84400)(50000,100000)	JASDQU010737248.1	75000	957	0.316071
(80,264)(168426,168619)(150000,200000)	JASDQU010737251.1	175000	186	0.084609
(265,1282)(363623,364685)(350000,400000)	JASDQU010737251.1	375000	1019	0.276465
(1968,3485)(50000,54576)(50000,100000)	JASDQU010737271.1	75000	1519	0.151523
(439,576)(260594,260737)(250000,300000)	JASDQU010737287.1	275000	139	0.037952
(577,659)(313520,344254)(300000,350000)	JASDQU010737287.1	325000	84	0.173831
(985,1430)(74988,75592)(50000,100000)	JASDQU010737288.1	75000	447	0.017204
(138,860)(171260,174530)(150000,200000)	JASDQU010737290.1	175000	724	0.028656
(3104,4834)(443672,449999)(400000,450000)	JASDQU010737307.1	425000	1732	0.305601
(498,633)(68096,74884)(50000,100000)	JASDQU010737313.1	75000	137	0.039411
(2084,2496)(149115,149539)(100000,150000)	JASDQU010737323.1	125000	414	0.880255
(2497,4251)(183708,191520)(150000,200000)	JASDQU010737323.1	175000	1756	0.686192
(2033,3223)(200000,225742)(200000,250000)	JASDQU010737329.1	225000	1192	0.386561
(3224,3433)(265603,281071)(250000,300000)	JASDQU010737329.1	275000	211	-0.003782
(780,1348)(100005,100576)(100000,150000)	JASDQU010737333.1	125000	570	0.144190
(430,540)(186317,186447)(150000,200000)	JASDQU010737338.1	175000	112	0.101665
(159,898)(50000,51152)(50000,100000)	JASDQU010737345.1	75000	741	0.126363
(1044,1448)(105754,106923)(100000,150000)	JASDQU010737364.1	125000	406	0.340104
(188,1119)(66889,88013)(50000,100000)	JASDQU010737381.1	75000	933	0.767163
(1120,3387)(155319,193743)(150000,200000)	JASDQU010737381.1	175000	2269	0.693079
(3388,3406)(201990,202015)(200000,250000)	JASDQU010737381.1	225000	20	0.038439
(3407,3506)(348414,348541)(300000,350000)	JASDQU010737381.1	325000	101	0.034583
(86,958)(58609,59648)(50000,100000)	JASDQU010737395.1	75000	874	0.019178
(299,351)(279617,279676)(250000,300000)	JASDQU010737398.1	275000	54	0.034796
(114,801)(320593,321294)(300000,350000)	JASDQU010737411.1	325000	689	0.411298
(802,1637)(370249,379581)(350000,400000)	JASDQU010737411.1	375000	837	0.395615
(1638,3454)(400415,402997)(400000,450000)	JASDQU010737411.1	425000	1818	0.374161
(3455,3635)(493449,493694)(450000,500000)	JASDQU010737411.1	475000	182	0.041640
(2648,2707)(193982,194067)(150000,200000)	JASDQU010737414.1	175000	61	0.105148
(2708,2980)(344158,344746)(300000,350000)	JASDQU010737414.1	325000	274	0.005600
(2981,4145)(378719,380078)(350000,400000)	JASDQU010737414.1	375000	1166	0.583727
(4146,4594)(418074,418685)(400000,450000)	JASDQU010737414.1	425000	450	0.610999
(10,524)(409257,409774)(400000,450000)	JASDQU010737418.1	425000	516	-0.000510
(2140,2291)(114808,115109)(100000,150000)	JASDQU010737431.1	125000	153	0.122036
(456,564)(108778,108890)(100000,150000)	JASDQU010737436.1	125000	110	0.076080
(438,1047)(50181,83737)(50000,100000)	JASDQU010737457.1	75000	611	0.007307
(967,3257)(53760,99076)(50000,100000)	JASDQU010737473.1	75000	2292	0.428891
(166,739)(140769,141407)(100000,150000)	JASDQU010737474.1	125000	575	0.026059
(472,674)(98134,98343)(50000,100000)	JASDQU010737488.1	75000	204	0.035779
(1844,5473)(50230,95484)(50000,100000)	JASDQU010737489.1	75000	3631	0.518590
(324,844)(90483,91090)(50000,100000)	JASDQU010737508.1	75000	522	0.208317
(845,1261)(117080,133169)(100000,150000)	JASDQU010737508.1	125000	418	0.042608
(400,572)(55332,55505)(50000,100000)	JASDQU010737520.1	75000	174	0.352590
(573,705)(115493,115627)(100000,150000)	JASDQU010737520.1	125000	134	0.019896
(706,1213)(152970,153501)(150000,200000)	JASDQU010737520.1	175000	509	0.385038
(266,276)(176624,176635)(150000,200000)	JASDQU010737536.1	175000	12	0.040120
(277,774)(293281,293922)(250000,300000)	JASDQU010737536.1	275000	499	0.018181
(775,957)(378156,378344)(350000,400000)	JASDQU010737536.1	375000	184	0.017367
(83,217)(50381,50543)(50000,100000)	JASDQU010737549.1	75000	136	0.035019
(218,222)(198851,198855)(150000,200000)	JASDQU010737549.1	175000	6	0.082339
(223,613)(240931,241330)(200000,250000)	JASDQU010737549.1	225000	392	0.038707
(270,7013)(92746,99827)(50000,100000)	JASDQU010737551.1	75000	6745	0.374374
(2220,2726)(214200,214729)(200000,250000)	JASDQU010737562.1	225000	508	0.054343
(149,286)(189558,189696)(150000,200000)	JASDQU010737580.1	175000	139	0.051196
(416,521)(321601,321728)(300000,350000)	JASDQU010737599.1	325000	107	-0.003988
(1494,1893)(299081,299635)(250000,300000)	JASDQU010737607.1	275000	401	0.482966
(153,2868)(104628,108790)(100000,150000)	JASDQU010737634.1	125000	2717	0.545309
(65,543)(443555,444433)(400000,450000)	JASDQU010737637.1	425000	480	0.038008
(68,1300)(140976,142746)(100000,150000)	JASDQU010737639.1	125000	1234	0.356179
(116,1426)(107355,126261)(100000,150000)	JASDQU010737650.1	125000	1312	0.090905
(40,938)(110689,111589)(100000,150000)	JASDQU010737652.1	125000	900	0.491465
(939,1103)(167659,168203)(150000,200000)	JASDQU010737652.1	175000	166	0.049535
(1104,1956)(296769,297634)(250000,300000)	JASDQU010737652.1	275000	854	0.374177
(250,309)(424940,425004)(400000,450000)	JASDQU010737653.1	425000	61	0.035306
(310,445)(457955,458193)(450000,500000)	JASDQU010737653.1	475000	137	0.449002
(365,722)(160068,160595)(150000,200000)	JASDQU010737655.1	175000	359	0.050091
(723,891)(214948,220003)(200000,250000)	JASDQU010737655.1	225000	170	0.085568
(1401,1443)(117443,117488)(100000,150000)	JASDQU010737667.1	125000	44	0.014563
(79,6814)(220431,236225)(200000,250000)	JASDQU010737682.1	225000	6737	0.095968
(672,820)(225558,225749)(200000,250000)	JASDQU010737709.1	225000	150	0.124307
(821,1696)(354088,355029)(350000,400000)	JASDQU010737709.1	375000	877	0.256382
(2026,2098)(68692,68819)(50000,100000)	JASDQU010737723.1	75000	74	0.069140
(324,485)(108932,109386)(100000,150000)	JASDQU010737726.1	125000	163	0.042188
(595,674)(148103,148187)(100000,150000)	JASDQU010737739.1	125000	81	0.075266
(131,436)(226169,226548)(200000,250000)	JASDQU010737750.1	225000	307	0.113333
(84,253)(180845,181574)(150000,200000)	JASDQU010737754.1	175000	171	0.007949
(977,1223)(64376,64964)(50000,100000)	JASDQU010737779.1	75000	248	0.051145
(668,817)(180864,181013)(150000,200000)	JASDQU010737784.1	175000	151	0.013459
(818,887)(208403,208549)(200000,250000)	JASDQU010737784.1	225000	71	0.139011
(888,931)(285103,285153)(250000,300000)	JASDQU010737784.1	275000	45	0.064584
(262,1793)(53987,78503)(50000,100000)	JASDQU010737786.1	75000	1533	0.207275
(1794,2085)(183063,183456)(150000,200000)	JASDQU010737786.1	175000	293	0.032602
(2547,2913)(100000,141868)(100000,150000)	JASDQU010737787.1	125000	368	0.029994
(2914,3411)(173745,174263)(150000,200000)	JASDQU010737787.1	175000	499	0.195384
(658,1804)(59021,78450)(50000,100000)	JASDQU010737802.1	75000	1148	0.156296
(1805,2293)(217297,217827)(200000,250000)	JASDQU010737802.1	225000	490	0.026717
(212,368)(331730,331900)(300000,350000)	JASDQU010737803.1	325000	158	0.027398
(374,1027)(78092,78749)(50000,100000)	JASDQU010737809.1	75000	655	0.247726
(83,97)(121350,121364)(100000,150000)	JASDQU010737819.1	125000	16	0.040192
(220,3288)(181695,186213)(150000,200000)	JASDQU010737824.1	175000	3070	0.402326
(2042,2523)(171122,171613)(150000,200000)	JASDQU010737827.1	175000	483	0.039518
(995,1107)(110019,110133)(100000,150000)	JASDQU010737828.1	125000	114	0.030573
(1764,2231)(159391,159910)(150000,200000)	JASDQU010737838.1	175000	469	0.438155
(224,1387)(116613,117883)(100000,150000)	JASDQU010737839.1	125000	1165	0.205955
(144,3252)(123906,127208)(100000,150000)	JASDQU010737840.1	125000	3110	0.347689
(1317,1424)(108998,109113)(100000,150000)	JASDQU010737845.1	125000	109	0.074576
(51,671)(300229,300870)(300000,350000)	JASDQU010737868.1	325000	622	0.441424
(498,633)(402156,402463)(400000,450000)	JASDQU010737870.1	425000	137	0.306896
(194,219)(242634,242662)(200000,250000)	JASDQU010737871.1	225000	27	0.048938
(1337,1728)(268764,269172)(250000,300000)	JASDQU010737873.1	275000	393	0.377926
(1729,2687)(389940,390900)(350000,400000)	JASDQU010737873.1	375000	960	0.016844
(2688,3285)(545104,545722)(500000,550000)	JASDQU010737873.1	525000	599	-0.014717
(103,1683)(300736,302417)(300000,350000)	JASDQU010737874.1	325000	1582	0.102566
(460,559)(144437,144542)(100000,150000)	JASDQU010737875.1	125000	101	0.057228
(584,1276)(171088,172092)(150000,200000)	JASDQU010737890.1	175000	694	0.476722
(738,1100)(177807,178217)(150000,200000)	JASDQU010737898.1	175000	364	0.320588
(124,183)(145090,145175)(100000,150000)	JASDQU010737912.1	125000	61	0.109533
(769,1327)(367419,367977)(350000,400000)	JASDQU010737927.1	375000	560	0.017253
(1328,6030)(423510,428958)(400000,450000)	JASDQU010737927.1	425000	4704	0.281015
(6031,6423)(538509,542571)(500000,550000)	JASDQU010737927.1	525000	394	0.080169
(6424,9025)(554740,589600)(550000,600000)	JASDQU010737927.1	575000	2603	0.438085
(2149,3169)(361512,362557)(350000,400000)	JASDQU010737929.1	375000	1022	0.302029
(56,1525)(113435,114971)(100000,150000)	JASDQU010737931.1	125000	1471	0.376336
(971,1889)(106808,141573)(100000,150000)	JASDQU010737947.1	125000	920	0.000508
(1890,2122)(215396,215784)(200000,250000)	JASDQU010737947.1	225000	234	0.011620
(362,557)(223899,224100)(200000,250000)	JASDQU010737959.1	225000	197	0.332161
(17,1745)(145905,148898)(100000,150000)	JASDQU010737963.1	125000	1730	0.204128
(160,395)(258494,258731)(250000,300000)	JASDQU010737965.1	275000	237	0.392924
(184,1764)(63641,66397)(50000,100000)	JASDQU010737972.1	75000	1582	0.331824
(424,731)(59440,59840)(50000,100000)	JASDQU010737979.1	75000	309	0.216118
(732,7017)(262557,273283)(250000,300000)	JASDQU010737979.1	275000	6287	0.321109
(1620,2290)(375958,376655)(350000,400000)	JASDQU010738002.1	375000	672	0.230963
(84,901)(119009,120036)(100000,150000)	JASDQU010738011.1	125000	819	0.406937
(1655,1987)(125856,126200)(100000,150000)	JASDQU010738020.1	125000	334	0.058272
(1988,2176)(220932,221656)(200000,250000)	JASDQU010738020.1	225000	190	0.109403
(2177,5727)(261109,299837)(250000,300000)	JASDQU010738020.1	275000	3552	0.136593
(5728,5901)(302842,303082)(300000,350000)	JASDQU010738020.1	325000	175	0.075850
(5902,7222)(448499,449999)(400000,450000)	JASDQU010738020.1	425000	1322	0.479973
(7223,11051)(450000,499886)(450000,500000)	JASDQU010738020.1	475000	3830	0.122221
(11052,11440)(557588,558011)(550000,600000)	JASDQU010738020.1	575000	390	0.421202
(274,1362)(253493,285865)(250000,300000)	JASDQU010738023.1	275000	1090	0.068519
(564,1363)(72735,73540)(50000,100000)	JASDQU010738024.1	75000	801	0.038555
(1364,1773)(169672,184754)(150000,200000)	JASDQU010738024.1	175000	411	0.162845
(1774,1855)(239773,239890)(200000,250000)	JASDQU010738024.1	225000	83	0.071256
(745,1154)(167983,168404)(150000,200000)	JASDQU010738029.1	175000	411	0.227339
(746,761)(153895,153918)(150000,200000)	JASDQU010738036.1	175000	17	0.071945
(3266,4008)(160779,162426)(150000,200000)	JASDQU010738043.1	175000	744	0.443643
(234,327)(153176,153292)(150000,200000)	JASDQU010738054.1	175000	95	0.169002
(162,885)(137331,138111)(100000,150000)	JASDQU010738056.1	125000	725	0.363248
(886,1041)(198632,198791)(150000,200000)	JASDQU010738056.1	175000	157	0.349081
(2082,2374)(82141,82439)(50000,100000)	JASDQU010738077.1	75000	294	0.468694
(36,1450)(64978,66399)(50000,100000)	JASDQU010738083.1	75000	1416	0.718117
(348,1192)(123896,124750)(100000,150000)	JASDQU010738101.1	125000	846	0.476941
(537,592)(120323,120378)(100000,150000)	JASDQU010738106.1	125000	57	0.037312
(1006,1117)(199887,199999)(150000,200000)	JASDQU010738124.1	175000	113	0.032186
(1118,1166)(200000,200048)(200000,250000)	JASDQU010738124.1	225000	50	0.022878
(309,662)(67392,67830)(50000,100000)	JASDQU010738135.1	75000	355	0.851594
(77,155)(126094,126181)(100000,150000)	JASDQU010738139.1	125000	80	0.409372
(170,566)(130366,132091)(100000,150000)	JASDQU010738164.1	125000	398	0.041574
(3872,3954)(79460,79547)(50000,100000)	JASDQU010738174.1	75000	84	0.037827
(3955,4592)(126059,126801)(100000,150000)	JASDQU010738174.1	125000	639	0.484334
(94,123)(151791,151835)(150000,200000)	JASDQU010738195.1	175000	31	0.105796
(1084,2369)(118587,136475)(100000,150000)	JASDQU010738209.1	125000	1287	0.087475
(2552,2684)(77438,77712)(50000,100000)	JASDQU010738217.1	75000	134	0.038746
(152,239)(218292,218421)(200000,250000)	JASDQU010738233.1	225000	89	0.077219
(601,1525)(398989,399999)(350000,400000)	JASDQU010738280.1	375000	926	0.605496
(1295,1988)(226298,227130)(200000,250000)	JASDQU010738349.1	225000	695	-0.028057
